dataset,sample_id,math_density,is_hallucination,confidence,vibration
clean,clean_0,0.0,1,0.5076819062232971,17.75737865273559
clean,clean_1,0.0,1,0.5026146173477173,49.261140285325276
clean,clean_2,0.0,1,0.5048496723175049,36.35492773944913
clean,clean_3,0.0,1,0.5034178495407104,29.826882220887978
clean,clean_4,0.0,1,0.5150447487831116,11.40244784330929
clean,clean_5,0.0,1,0.5080550909042358,14.459530729680328
clean,clean_6,0.0,1,0.5098944306373596,16.118833894609423
clean,clean_7,0.0,1,0.5078831315040588,19.949280099276443
clean,clean_8,0.0,1,0.5028451085090637,50.64515639897667
clean,clean_9,0.0,1,0.5060397386550903,28.499369120839056
clean,clean_10,0.0,1,0.5018975734710693,40.56056262856484
clean,clean_11,0.0,1,0.50307297706604,43.42827029410003
clean,clean_12,0.0,1,0.5092299580574036,21.694096884917133
clean,clean_13,0.0,1,0.5028430819511414,42.91587545850407
clean,clean_14,0.0,1,0.5062436461448669,21.871529906651126
clean,clean_15,0.0,1,0.504586935043335,22.71502467592073
clean,clean_16,0.0,1,0.5058287382125854,26.58906128490142
clean,clean_17,0.0,1,0.5030482411384583,44.57579842877321
clean,clean_18,0.0,1,0.5086542367935181,23.46713222690342
clean,clean_19,0.0,1,0.5037667155265808,41.82844613756283
clean,clean_20,0.0,1,0.5058960914611816,18.16598086512172
clean,clean_21,0.0,1,0.5079147815704346,23.158110836467213
clean,clean_22,0.0,1,0.5100435018539429,18.32364643507343
clean,clean_23,0.0,1,0.507575511932373,20.17204116141166
clean,clean_24,0.0,1,0.5038278102874756,43.26770184640041
clean,clean_25,0.0,1,0.5022299885749817,38.09572433453912
clean,clean_26,0.0,1,0.5032665729522705,47.637722530628714
clean,clean_27,0.0,1,0.5052083134651184,25.879043985558546
clean,clean_28,0.0,1,0.5126311182975769,15.626236570871006
clean,clean_29,0.0,1,0.5051215887069702,43.27333305364218
clean,clean_30,0.0,1,0.506476104259491,20.646169573183244
clean,clean_31,0.0,1,0.5073437094688416,19.17055703497421
clean,clean_32,0.0,1,0.5093696713447571,19.248146189128367
clean,clean_33,0.0,1,0.5089647769927979,23.09296783864141
clean,clean_34,0.0,1,0.5120858550071716,14.035969764823953
clean,clean_35,0.0,1,0.5040836334228516,36.90259371916379
clean,clean_36,0.0,1,0.5087631344795227,20.071999384869567
clean,clean_37,0.0,1,0.5056606531143188,26.4876842151738
clean,clean_38,0.0,1,0.5067088603973389,23.10491252342428
clean,clean_39,0.0,1,0.503303587436676,31.756538758904888
clean,clean_40,0.0,1,0.5090784430503845,17.725129884161284
clean,clean_41,0.0,1,0.505295991897583,37.85259147395254
clean,clean_42,0.0,1,0.5091668963432312,19.888218211896593
clean,clean_43,0.0,1,0.5028092861175537,32.552523285890835
clean,clean_44,0.0,1,0.5040614604949951,32.33785152636659
clean,clean_45,0.0,1,0.5032083988189697,30.291475634632995
clean,clean_46,0.0,1,0.5071771740913391,16.982486558439117
clean,clean_47,0.0,1,0.5035380125045776,45.732974233278064
clean,clean_48,0.0,1,0.5105361342430115,18.308577465227998
clean,clean_49,0.0,1,0.5073148012161255,23.38024311580911
clean,clean_50,0.0,1,0.510453462600708,20.684334876976635
clean,clean_51,0.0,1,0.5079588294029236,19.696595805331793
clean,clean_52,0.0,1,0.5129526853561401,14.704187206322766
clean,clean_53,0.0,1,0.5034055113792419,36.55767417926959
clean,clean_54,0.0,1,0.5037930011749268,36.654428531312455
clean,clean_55,0.0,1,0.5095247030258179,17.54973628783909
clean,clean_56,0.0,1,0.5076402425765991,24.692878451322102
clean,clean_57,0.0,1,0.5130609273910522,13.756140921432472
clean,clean_58,0.0,1,0.5041272640228271,39.03405338456806
clean,clean_59,0.0,1,0.5137001872062683,14.67500883228549
clean,clean_60,0.0,1,0.5102115869522095,17.667150878819537
clean,clean_61,0.0,1,0.502817690372467,37.437953472413135
clean,clean_62,0.0,1,0.5078068375587463,23.43673122416519
clean,clean_63,0.0,1,0.5063799619674683,20.562314953163884
clean,clean_64,0.0,1,0.5079187154769897,22.233250380323142
clean,clean_65,0.0,1,0.5028699636459351,28.583140962076982
clean,clean_66,0.0,1,0.5103315114974976,17.024156846940777
clean,clean_67,0.0,1,0.5098115801811218,23.63432920007956
clean,clean_68,0.0,1,0.5067088007926941,26.797896348715902
clean,clean_69,0.0,1,0.5040487051010132,35.55488375006068
clean,clean_70,0.0,1,0.510783851146698,16.513108840806513
clean,clean_71,0.0,1,0.5059043765068054,28.498008156647366
clean,clean_72,0.0,1,0.5077852010726929,23.190129574006686
clean,clean_73,0.0,1,0.5059163570404053,21.88981109917424
clean,clean_74,0.0,1,0.5045716762542725,36.017848560088936
clean,clean_75,0.0,1,0.504432201385498,27.53821149558685
clean,clean_76,0.0,1,0.5096224546432495,15.063847695761094
clean,clean_77,0.0,1,0.5036669969558716,33.38788649926944
clean,clean_78,0.0,1,0.5066248178482056,28.689625394120917
clean,clean_79,0.0,1,0.5050962567329407,31.376189625740217
clean,clean_80,0.0,1,0.5054248571395874,29.517683697281125
clean,clean_81,0.0,1,0.5045863389968872,35.08757693629231
clean,clean_82,0.0,1,0.5077857375144958,20.59574794620265
clean,clean_83,0.0,1,0.5087938904762268,16.11253959237758
clean,clean_84,0.0,1,0.5049155950546265,32.19751799486459
clean,clean_85,0.0,1,0.5042697191238403,34.10235191108467
clean,clean_86,0.0,1,0.5036875605583191,22.969108270148137
clean,clean_87,0.0,1,0.5054392218589783,24.17335333858189
clean,clean_88,0.0,1,0.5138677954673767,14.42196734385356
clean,clean_89,0.0,1,0.5074447393417358,18.791107020973953
clean,clean_90,0.0,1,0.5105902552604675,19.4971983218327
clean,clean_91,0.0,1,0.5021412968635559,45.915916510279466
clean,clean_92,0.0,1,0.5062884092330933,19.99255477565086
clean,clean_93,0.0,1,0.505573570728302,22.952298834517958
clean,clean_94,0.0,1,0.5020380616188049,46.84469551959102
clean,clean_95,0.0,1,0.5029708743095398,59.41942748549782
clean,clean_96,0.0,1,0.507352352142334,27.049060069467213
clean,clean_97,0.0,1,0.5120357871055603,15.271480008061706
clean,clean_98,0.0,1,0.5062182545661926,20.81564408372282
clean,clean_99,0.0,1,0.5078122019767761,20.634669140390166
clean,clean_100,0.0,1,0.5050572752952576,38.625717278369905
clean,clean_101,0.0,1,0.5074902176856995,18.95885475476687
clean,clean_102,0.0,1,0.5015572309494019,70.7464391896175
clean,clean_103,0.0,1,0.5044378638267517,27.910663084399957
clean,clean_104,0.0,1,0.502555251121521,40.13996810724372
clean,clean_105,0.0,1,0.5057399272918701,26.295612078016923
clean,clean_106,0.0,1,0.502387285232544,28.808021926746267
clean,clean_107,0.0,1,0.5084630250930786,11.72530926971853
clean,clean_108,0.0,1,0.50368332862854,26.40993872724018
clean,clean_109,0.0,1,0.5039435625076294,44.31945699742084
clean,clean_110,0.0,1,0.5078067779541016,21.447913716256487
clean,clean_111,0.0,1,0.5051832795143127,32.62777818557291
clean,clean_112,0.0,1,0.5113520622253418,17.672015556954676
clean,clean_113,0.0,1,0.5074488520622253,23.09851621652489
clean,clean_114,0.0,1,0.5053228735923767,26.595912980360207
clean,clean_115,0.0,1,0.5046677589416504,32.86987935697234
clean,clean_116,0.0,1,0.5047007203102112,34.949523496024355
clean,clean_117,0.0,1,0.5154915452003479,15.677907709184103
clean,clean_118,0.0,1,0.5080471634864807,17.21130138306884
clean,clean_119,0.0,1,0.5046587586402893,34.03289240114926
clean,clean_120,0.0,1,0.5028614401817322,52.66336926175912
clean,clean_121,0.0,1,0.5040194392204285,28.67452825341366
clean,clean_122,0.0,1,0.5022095441818237,55.58042426827208
clean,clean_123,0.0,1,0.5134699940681458,13.875744874657306
clean,clean_124,0.0,1,0.5043660998344421,34.9032111381143
clean,clean_125,0.0,1,0.5105156898498535,18.378027435360124
clean,clean_126,0.0,1,0.5107988119125366,15.006258720726187
clean,clean_127,0.0,1,0.5050035119056702,24.89176736162564
clean,clean_128,0.0,1,0.5079879760742188,16.756278398551473
clean,clean_129,0.0,1,0.5050392746925354,26.420067361318754
clean,clean_130,0.0,1,0.5111167430877686,16.050944320836003
clean,clean_131,0.0,1,0.5100454092025757,17.37252913904854
clean,clean_132,0.0,1,0.5077729225158691,20.6406948744268
clean,clean_133,0.0,1,0.5091165900230408,16.894768751354295
clean,clean_134,0.0,1,0.5032098889350891,35.73693236605163
clean,clean_135,0.0,1,0.5128486752510071,16.30607825820446
clean,clean_136,0.0,1,0.5069850087165833,20.116249301701963
clean,clean_137,0.0,1,0.5113593339920044,15.514269720813658
clean,clean_138,0.0,1,0.5074796080589294,25.25481081070163
clean,clean_139,0.0,1,0.5072245001792908,26.462867661807106
clean,clean_140,0.0,1,0.5053912997245789,25.428555325586352
clean,clean_141,0.0,1,0.5089020133018494,18.04687115771037
clean,clean_142,0.0,1,0.5087607502937317,16.336285421204497
clean,clean_143,0.0,1,0.5029457211494446,32.600002667159366
clean,clean_144,0.0,1,0.5101076364517212,17.636586188868392
clean,clean_145,0.0,1,0.5115468502044678,15.646074387787204
clean,clean_146,0.0,1,0.5105651021003723,15.400255128008805
clean,clean_147,0.0,1,0.5079591870307922,19.193120033695628
clean,clean_148,0.0,1,0.5096331834793091,19.48809103324137
clean,clean_149,0.0,1,0.5038169026374817,37.76202465959875
clean,clean_150,0.0,1,0.5043423771858215,27.882424831021602
clean,clean_151,0.0,1,0.5041282176971436,26.152918520654186
clean,clean_152,0.0,1,0.5088270902633667,20.262270097029724
clean,clean_153,0.0,1,0.5138201117515564,14.110233909312486
clean,clean_154,0.0,1,0.5069964528083801,24.009229520831955
clean,clean_155,0.0,1,0.5069709420204163,25.72276344474371
clean,clean_156,0.0,1,0.5106266140937805,12.890385384568187
clean,clean_157,0.0,1,0.5088807344436646,20.882947914057816
clean,clean_158,0.0,1,0.5087888836860657,15.30800491221713
clean,clean_159,0.0,1,0.5097746849060059,17.73822958294503
clean,clean_160,0.0,1,0.5033960938453674,34.198222308376764
clean,clean_161,0.0,1,0.5048125982284546,33.3448603915277
clean,clean_162,0.0,1,0.5036674737930298,23.101121547037
clean,clean_163,0.0,1,0.5073230266571045,19.84362602391845
clean,clean_164,0.0,1,0.5033091902732849,44.845581189778265
clean,clean_165,0.0,1,0.5106908082962036,18.07004709731452
clean,clean_166,0.0,1,0.5084568858146667,21.07590382486399
clean,clean_167,0.0,1,0.5062307119369507,13.836651657225204
clean,clean_168,0.0,1,0.5050004124641418,21.308491932059464
clean,clean_169,0.0,1,0.506139874458313,22.065292733152177
clean,clean_170,0.0,1,0.5103843212127686,19.82258333009195
clean,clean_171,0.0,1,0.50766521692276,23.179474491265665
clean,clean_172,0.0,1,0.5100229382514954,18.83941773334789
clean,clean_173,0.0,1,0.5074770450592041,20.9669818702247
clean,clean_174,0.0,1,0.507546603679657,16.967305152828498
clean,clean_175,0.0,1,0.5099033713340759,16.230056717637986
clean,clean_176,0.0,1,0.5090782046318054,20.480848498698588
clean,clean_177,0.0,1,0.509823739528656,19.181305198947744
clean,clean_178,0.0,1,0.5068208575248718,22.115733683591095
clean,clean_179,0.0,1,0.5087839365005493,16.109817252814235
clean,clean_180,0.0,1,0.5054053068161011,21.542997669194055
clean,clean_181,0.0,1,0.5143240094184875,17.709917215081703
clean,clean_182,0.0,1,0.507273256778717,26.479513931272788
clean,clean_183,0.0,1,0.5076948404312134,20.190111953265593
clean,clean_184,0.0,1,0.5067794919013977,23.778747531156775
clean,clean_185,0.0,1,0.5048372745513916,27.562712625850928
clean,clean_186,0.0,1,0.5071477293968201,36.78316428371936
clean,clean_187,0.0,1,0.5009443163871765,57.429428998819866
clean,clean_188,0.0,1,0.5071777701377869,13.26112006843234
clean,clean_189,0.0,1,0.5125904679298401,14.587819597300665
clean,clean_190,0.0,1,0.5037611722946167,42.403958017566666
clean,clean_191,0.0,1,0.5094931721687317,15.1809094598242
clean,clean_192,0.0,1,0.5043374300003052,32.760368004446775
clean,clean_193,0.0,1,0.5105235576629639,17.398516787025244
clean,clean_194,0.0,1,0.5136513113975525,15.188588392839103
clean,clean_195,0.0,1,0.5044487714767456,30.53506002732563
clean,clean_196,0.0,1,0.5048977136611938,26.15278612098102
clean,clean_197,0.0,1,0.5071015954017639,18.985755927380264
clean,clean_198,0.0,1,0.5068480968475342,26.72111661820275
clean,clean_199,0.0,1,0.5047290325164795,29.49123870034475
contaminated,contaminated_0,0.21739130434782608,1,0.508420467376709,14.992887221218945
contaminated,contaminated_1,0.11764705882352941,1,0.5055654048919678,28.159161274808547
contaminated,contaminated_2,0.05555555555555555,1,0.5061933398246765,22.762730751794237
contaminated,contaminated_3,0.1111111111111111,1,0.5064301490783691,17.02891814978002
contaminated,contaminated_4,0.17142857142857143,1,0.5131502151489258,11.87494328752225
contaminated,contaminated_5,0.07142857142857142,1,0.5030374526977539,26.84263199212085
contaminated,contaminated_6,0.10256410256410256,1,0.5167734622955322,9.838010055290702
contaminated,contaminated_7,0.14285714285714285,1,0.5112868547439575,13.716008285082912
contaminated,contaminated_8,0.08571428571428572,1,0.5074958801269531,15.667999529377358
contaminated,contaminated_9,0.12,1,0.5078228712081909,16.73143564286092
contaminated,contaminated_10,0.10810810810810811,1,0.5094336867332458,13.992873062510514
contaminated,contaminated_11,0.09090909090909091,1,0.5022464990615845,55.59006548653431
contaminated,contaminated_12,0.11764705882352941,1,0.5056260228157043,28.451736169615902
contaminated,contaminated_13,0.14285714285714285,1,0.5090599656105042,17.384046654268737
contaminated,contaminated_14,0.11764705882352941,1,0.5054748058319092,21.829556039704855
contaminated,contaminated_15,0.1111111111111111,1,0.5067540407180786,16.149339033334833
contaminated,contaminated_16,0.2692307692307692,1,0.505689799785614,19.191592021868864
contaminated,contaminated_17,0.09090909090909091,1,0.5082955956459045,17.800311367524905
contaminated,contaminated_18,0.13333333333333333,1,0.5011276602745056,30.611644873295717
contaminated,contaminated_19,0.23076923076923078,1,0.5073524713516235,15.294925098828397
contaminated,contaminated_20,0.17647058823529413,1,0.5101034641265869,13.987402007445107
contaminated,contaminated_21,0.041666666666666664,1,0.5035228729248047,25.66357382154823
contaminated,contaminated_22,0.08571428571428572,1,0.5094455480575562,14.21628531535849
contaminated,contaminated_23,0.07894736842105263,1,0.5101444125175476,13.52200730848485
contaminated,contaminated_24,0.125,1,0.5075547099113464,13.291033592793978
contaminated,contaminated_25,0.13333333333333333,1,0.5066959857940674,20.47045807822369
contaminated,contaminated_26,0.1,1,0.5090827941894531,13.56280210199329
contaminated,contaminated_27,0.07142857142857142,1,0.5034071207046509,39.28617937130373
contaminated,contaminated_28,0.15384615384615385,1,0.5031940937042236,21.98430968752176
contaminated,contaminated_29,0.18518518518518517,1,0.5058059692382812,16.205036292459035
contaminated,contaminated_30,0.15384615384615385,1,0.5017961263656616,40.673555837023095
contaminated,contaminated_31,0.15384615384615385,1,0.515927791595459,11.112876779484003
contaminated,contaminated_32,0.2413793103448276,1,0.5074459314346313,15.044128681851957
contaminated,contaminated_33,0.09090909090909091,1,0.5062077641487122,18.97570959309126
contaminated,contaminated_34,0.16666666666666666,1,0.5049713253974915,24.458800892354166
contaminated,contaminated_35,0.14285714285714285,1,0.5038596391677856,20.711776917427358
contaminated,contaminated_36,0.14285714285714285,1,0.5031231641769409,32.36635357157403
contaminated,contaminated_37,0.1111111111111111,1,0.5055785179138184,18.777898702021595
contaminated,contaminated_38,0.25,1,0.5019484758377075,31.819673747137877
contaminated,contaminated_39,0.19230769230769232,1,0.5055392980575562,17.523943426030776
contaminated,contaminated_40,0.1724137931034483,1,0.5068745613098145,18.111950890759818
contaminated,contaminated_41,0.1,1,0.5068992376327515,17.815258905779686
contaminated,contaminated_42,0.2727272727272727,1,0.5096266269683838,14.04284758875649
contaminated,contaminated_43,0.16216216216216217,1,0.5126650333404541,11.41603313299184
contaminated,contaminated_44,0.125,1,0.5066874027252197,15.32113770080419
contaminated,contaminated_45,0.14285714285714285,1,0.5018613338470459,37.21009607836696
contaminated,contaminated_46,0.09090909090909091,1,0.5028986930847168,35.97513648158446
contaminated,contaminated_47,0.13636363636363635,1,0.5033957362174988,23.6497787164334
contaminated,contaminated_48,0.19230769230769232,1,0.5089723467826843,13.982944283685141
contaminated,contaminated_49,0.13043478260869565,1,0.5057421922683716,20.977277523835717
contaminated,contaminated_50,0.11764705882352941,1,0.5038260221481323,26.48807723021553
contaminated,contaminated_51,0.1,1,0.5023120045661926,43.805909201923235
contaminated,contaminated_52,0.125,1,0.5077184438705444,16.869640942764544
contaminated,contaminated_53,0.16129032258064516,1,0.503782331943512,18.804717466921637
contaminated,contaminated_54,0.07142857142857142,1,0.5026113986968994,35.22283113748328
contaminated,contaminated_55,0.1,1,0.5050239562988281,18.551805178488124
contaminated,contaminated_56,0.058823529411764705,1,0.5015901327133179,39.196688591840335
contaminated,contaminated_57,0.17647058823529413,1,0.5055531859397888,22.805134902806866
contaminated,contaminated_58,0.09523809523809523,1,0.5032137036323547,25.399486625630423
contaminated,contaminated_59,0.2222222222222222,1,0.5024840235710144,25.328155373489665
contaminated,contaminated_60,0.12121212121212122,1,0.5076318383216858,14.961145851816454
contaminated,contaminated_61,0.3157894736842105,1,0.5046612024307251,21.93003959129136
contaminated,contaminated_62,0.1935483870967742,1,0.5057933926582336,18.599840430673606
contaminated,contaminated_63,0.17647058823529413,1,0.5039065480232239,25.55154927514575
contaminated,contaminated_64,0.0,1,0.5038154125213623,23.553454240318075
contaminated,contaminated_65,0.25,1,0.5043027997016907,24.520689339470767
contaminated,contaminated_66,0.14285714285714285,1,0.50273197889328,23.11883809320628
contaminated,contaminated_67,0.25,1,0.5023528933525085,36.29077840245046
contaminated,contaminated_68,0.08,1,0.5062731504440308,17.42614679274871
contaminated,contaminated_69,0.1111111111111111,1,0.5073052048683167,15.484563280155205
contaminated,contaminated_70,0.21875,1,0.5111879706382751,13.398881053085773
contaminated,contaminated_71,0.15789473684210525,1,0.5033311247825623,19.352461982953756
contaminated,contaminated_72,0.2619047619047619,1,0.5117233395576477,11.257995111893038
contaminated,contaminated_73,0.15789473684210525,1,0.5063430070877075,18.196275633286557
contaminated,contaminated_74,0.15384615384615385,1,0.5066227316856384,18.64762973166255
contaminated,contaminated_75,0.05,1,0.507954478263855,20.22377870999914
contaminated,contaminated_76,0.1,1,0.5091697573661804,14.337825664735218
contaminated,contaminated_77,0.15789473684210525,1,0.5066051483154297,28.551211078817026
contaminated,contaminated_78,0.15789473684210525,1,0.5076481699943542,11.74591111964797
contaminated,contaminated_79,0.17142857142857143,1,0.5099349617958069,13.426738625047713
contaminated,contaminated_80,0.13333333333333333,1,0.504136323928833,16.683957274456905
contaminated,contaminated_81,0.10526315789473684,1,0.5076608657836914,14.653311807848755
contaminated,contaminated_82,0.1111111111111111,1,0.5106948614120483,13.309272435253373
contaminated,contaminated_83,0.05555555555555555,1,0.5043483376502991,22.158870424308045
contaminated,contaminated_84,0.07692307692307693,1,0.5077475905418396,16.276939357589807
contaminated,contaminated_85,0.05263157894736842,1,0.5029564499855042,23.089727870302287
contaminated,contaminated_86,0.17142857142857143,1,0.5111016631126404,13.23726700119657
contaminated,contaminated_87,0.09523809523809523,1,0.5050767660140991,22.64757865149083
contaminated,contaminated_88,0.07692307692307693,1,0.5072025060653687,19.41453293721382
contaminated,contaminated_89,0.13333333333333333,1,0.5082787275314331,13.639686219948201
contaminated,contaminated_90,0.19444444444444445,1,0.517475962638855,9.367315277329467
contaminated,contaminated_91,0.17647058823529413,1,0.5073390603065491,19.25369399030697
contaminated,contaminated_92,0.16666666666666666,1,0.5037317276000977,30.654842395815187
contaminated,contaminated_93,0.21212121212121213,1,0.5127318501472473,13.215862211093006
contaminated,contaminated_94,0.037037037037037035,1,0.5075122714042664,18.52916296948816
contaminated,contaminated_95,0.09523809523809523,1,0.5057367086410522,17.217475737077155
contaminated,contaminated_96,0.2222222222222222,1,0.5062558054924011,22.86046250287228
contaminated,contaminated_97,0.2,1,0.5012415647506714,36.29974471441176
contaminated,contaminated_98,0.21428571428571427,1,0.5105881094932556,12.231099935658877
contaminated,contaminated_99,0.2,1,0.5091123580932617,14.028998285919085
contaminated,contaminated_100,0.03225806451612903,1,0.5097566843032837,13.933909505658722
contaminated,contaminated_101,0.11764705882352941,1,0.5097853541374207,12.898165480123112
contaminated,contaminated_102,0.1875,1,0.5072960257530212,14.621466706132857
contaminated,contaminated_103,0.08,1,0.5054567456245422,18.11858317092091
contaminated,contaminated_104,0.15789473684210525,1,0.5051592588424683,16.902447372914065
contaminated,contaminated_105,0.18181818181818182,0,0.5007391571998596,36.84599212336467
contaminated,contaminated_106,0.1282051282051282,1,0.5118561387062073,11.367786612417913
contaminated,contaminated_107,0.2,1,0.5047276020050049,20.56151772833289
contaminated,contaminated_108,0.15384615384615385,1,0.5035911202430725,20.008729632220344
contaminated,contaminated_109,0.21428571428571427,1,0.506415843963623,16.513638040785825
contaminated,contaminated_110,0.1724137931034483,1,0.5109403729438782,13.838016815026169
contaminated,contaminated_111,0.06666666666666667,1,0.502845048904419,35.9845411370782
contaminated,contaminated_112,0.15625,1,0.5047399997711182,17.478357052692477
contaminated,contaminated_113,0.12,1,0.5052613019943237,18.290934948514327
contaminated,contaminated_114,0.07142857142857142,1,0.5040135979652405,28.027547751772435
contaminated,contaminated_115,0.11538461538461539,1,0.5044448971748352,17.686001473964268
